NOTES FOR MIGRATION TEAM,Name,Description,Region,Type,City,Partners,Image 1,Image 2,Image 3,Image 4,Image 5,Library,Shop,Restaurant,Additional Restaurants ,Bar,Gym,Spa,Jacuzzi,Pool,Sauna ,Steam Room,Massage,Elevator,Laundry,Room Service,Meals Available,Food & Drink Description,WiFi,Phone Signal,Capacity,Year Built,Minimum Age,Check in Time,Check Out Time,Inspected by 1,Date 1,Inspection Notes 1,Inspected by 2,Date 2,Inspection Notes 2,Inspected by 3,Date 3,Inspection Notes 3,What we like about this hotel,We think its worth noting,Recommendations,Swooper,What they say about this accommodation,Video URL,FAQs,"Location
(Ground Accommodation only)",Breakfast End Time,"Check in Time
(with ranges)","Check Out Time
(with ranges)"
,Patagonia House,"A bright, modern boutique hotel located on a hillside high above the busy streets of Coyhaique, you have the sense of being far from the hustle and bustle of the city while being only minutes away. Stay in luxury in this peaceful setting amidst the trees with fantastic views of the Coyhaique valley.",Aysen,Boutique Hotel,Coyhaique,Senderos Aysen,https://imgix.swoop-patagonia.com/Patagonia_House.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Patagonia Queen,"This characteristic Patagonian hotel feels like a ski-lodge and boasts a wonderful location, spacious public spaces and a great games room with a pool table and table tennis. Its 20 rooms are comfortable, a good size and all include a small hot-tub in the bathroom. With very friendly staff, this hotel is always popular with Swoop guests given its short walking distance to the centre. It's also within easy reach of the Laguna Nimez coastal nature reserve.",Los Glaciares,Premium Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/PQ_4_PQ_RTD_PATAGONIA-QUEEN.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Patios de San Telmo,"With it's labyrinth of outdoor patios and balconies, this hotel is a historic gem and a fascinating look into what life must have been like in the late 1800's. There is a great cafe next door where breakfast is served. It is well located near to the main square of San Telmo and allows for a taste of boutique without the expense.",Buenos Aires,Boutique Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Los_Patios_de_San_Telmo.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Peninsula Petit,"This cosy hotel is located on San Pedro Peninsula, close to Bariloche, and it makes a good base to return to after a day exploring the Lake District. The rooms here are well-equipped, with stunning views over Nahuel Huapi Lake.",Arg Lakes,Standard Hotel,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/Peninsula-Petit-Hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Petrohué Lodge,"This hotel is located on the shores of Todos los Santos, nestled in the Andes with the stunning backdrop of snowcapped Volcano Osorno. Petrohué Lodge is an excellent base for fly fishing, hiking, canyoneering, rafting and many other activities that can bring you closer to this magical wilderness. After a day of fresh air, you can relax with a delicious meal and the warmth of a magnificent fireplace with a view to the lake. You can also use their lovely hot tubs (at an additional cost).",CL Lakes,Lodge,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/SWO_4_Sydney_All_petrohue_lodge.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Poblado Kimal,"The Poblado Kimal is a charming group of adobe and wooden cabins that form what is essentially an annexe of the Kimal (listed above), but it's a little cheaper to stay here due to arrangements such as having to cross the street for your breakfast. It is a pleasant environment featuring clean and cosy cabins with personal mini-terraces.",Atacama,Standard Hotel,San Pedro de Atacama,Southbound,https://imgix.swoop-patagonia.com/KIMAL_3_KIMAL_RTD_Superior-room-at-Poblado-Kimal-San-Pedro-de-Atacama.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Posada del Río,"This elegant and unique atmosphere has been created with rest and disconnection in mind. Inserted into a private four-hectare park on the banks of the River Trancura, Posada del Río hotel is the ideal place to relax and enjoy nature. The six rooms have forest views and are furnished with stylish pieces, large comfortable beds and modern bathrooms. The plentiful buffet breakfast is served in a spacious, welcoming sitting room where our personalised service speaks for itself.",CL Lakes,Boutique Hotel,Pucon,Birds Chile,https://imgix.swoop-patagonia.com/LoftRoom_PosadaDelRio.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Posada los Juncos,"This lake house is a comfortable base for all the activities the region has to offer. Sitting beside Lago Nahuel Huapi, Posada los Juncos is only a 30-minute drive from Bariloche. The accommodation is in just five rooms, each with its own character and a great view. Good food and wine is served in the dining room.",Arg Lakes,Standard Hotel,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/Posada-los-Juncos.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Puyuhuapi Lodge,"Bathe in the natural thermal pools at this secluded lodge perched on the shores of the Puyuhuapi Fjord. Its location makes it the perfect place to stay in order to visit the northern section of Queulat National Park. The scenery doesn't get much more tantalising with the emerald fjord fringed by the deep greens of the temperate rainforest and snow-covered granite peaks rising out of the jungle. For complete isolation, the lodge is only accessible by boat.",Aysen,Lodge,Aysen,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_4_SallyDodge_ALL_Puyuhuapi_Lodge-aysen.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Quebrada Verde Cabins,"Quebrada Verde offers an exclusive set of 6 cabins minutes from Puerto Varas, next to the shore of Lake Llanquihue and surrounded by native forest.. The cabins use a local architectural style from southern Chile, rustic, but luxurious in its interior with the warmth of different native woods of the place. Located on Route 225 (Road to Ensenada), just 7km. from the centre of the city of Puerto Varas. Next to Lake Llanquihue, under Coihues, Arrayanes and Ulmos. It has a good beach, protected from the south wind plus a nice view of the lake and large green areas that lead into the ravine.",CL Lakes,Lodge,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/SWO_4_RTD_Quebrada-Verde-Cabins.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Recoleta Grand,"With modern spacious rooms and large reception areas, this hotel, with just 88 rooms, is a great upmarket option in Recoleta. What it lacks in the boutique feel of quirky Palermo hotels it makes up for in its very central location in this sophisticated neighbourhood, just a few minutes walk to the famous Recoleta Cemetery and 9th July Avenue. A great option if you're short of time in this big metropolis and if your stay in Buenos Aires falls at the start of your trip. A real highlight are the wine flavoured complementary toiletries!",Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_5_HOTEL_PRIV_Recoleta_Grand.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugia Chiloé,"Set high up on a hill, surrounded by rolling countryside, this hotel looks out onto the channels and snow-capped volcanoes surrounding Chiloé Island. Offering daily guided excursions, locally sourced and home-cooked food, an in-house spa and beautiful grounds, this hotel gives you a place of incredible peace and tranquillity to relax after an exciting day experiencing the island.",CL Lakes,Luxury Lodge,Chiloe,Birds Chile,https://imgix.swoop-patagonia.com/Refugia-Chiloe_RTD_3_Interior.jpg,https://imgix.swoop-patagonia.com/RefugiaChiloe_4_RTD_Outside.jpg,https://imgix.swoop-patagonia.com/RefugiaChiloe_4_RTD_Outside2.jpg,https://imgix.swoop-patagonia.com/Refugia-Chiloe_RTD_4_Drone-view.JPG,https://imgix.swoop-patagonia.com/Refugia-Chiloe_RTD_4_exterior.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,Included,Included,Included,Included,TRUE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,48,2018,,15:00:00,11:00:00,Melinda,2024-04-01,,Harriet,2022-03-01,,,,,"<ul><li>The remote location—Set on a bay overlooking an archipelago of smaller islands—yet convenient transport links.</li><li>24 rooms that are warm and cosy with rugs and throws, woven from local lambs wool, as well as jacuzzi bathtubs and panoramic views.</li><li>Daily choice of excursions on foot, horse, bike, by vehicle, kayak or boat with group sizes limited to eight guests to ensure personal attention.</li><li>It's steeped in tradition. A journey to Refugia Chiloé is as much about the island's rich and magical culture as it is about its beautiful landscapes.</li><li>5* culinary options ensure that you will dine in style each meal.</li></ul>","<ul><li>It feels wonderfully remote and calming, though it may leave you longing for a little something extra.</li><li>There are not any real high energy excursions, although the range is good.&nbsp;</li></ul>",,Harriet Pike,"For me, the gem of the hotel is the ‘Wiliche’, the wooden boat. Whilst out on her, we pulled up alongside a small, local fishing boat to see what they were catching. We were offered some of their catch – local mussels and clams. Later in the afternoon the captain cooked these up with white wine, garlic and onions – delicious and so fresh.",,,,,15:00,11:00
,Refugio Chileno,"Refugio Chileno is the closest refugio to the base of the Towers, located approximately an hour and a half's hike away in the Ascencio Valley. This is a compact refugio, sleeping just 32 people in four dormitories, plus a campsite with permanent tents set on raised platforms amid the trees. There are shared bathrooms, a restaurant and a shop. Chileno is the perfect place to stay for those wanting to catch the sunrise over the Towers – which also means that it's one of the refugios that tends to book up farthest in advance.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/CN_4_RTD_CN_refugio-chileno.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Cochamo,"This beautifully set hostal run by climbing experts Daniel and Silvina is the perfect base if you're looking for climbing expertise, a fun atmosphere and don't mind shared accommodation. They also serve up delicious pizzas! ",CL Lakes,Refugio,Cochamo,Southbound,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Cuernos,"Set at the heart of the W Trek near the entrance to French Valley, this refugio has wonderful views of the Cuernos and Nordenskjold Lake. Los Cuernos is a cosy 36 bed refugio divided into four dormitories, with a restaurant, shop, wood heating and shared bathrooms. Its location at the midpoint of the trail means that it's always busy with hikers walking in both directions. For those preferring a little more solitude, there are eight private twin cabins tucked into the trees. These have shared bathrooms and a hot tub, exclusively used by cabin guests. Refugio Los Cuernos is open all year.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/CN_4_RTD_CN_refugio-cuernos.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Dickson,"Hidden deep on the farthest point of the O Circuit, this is the most basic refugio in Torres del Paine, but also the one with some of the best views. It looks out from the shadow of forest slopes and snow-capped mountains across calm waters of Lake Dickson. There are just 27 bunk beds at Refugio Dickson, a bathroom block and an inviting chalet-style main hut that serves as a dining room, bar and communal area. The main site is surrounded by trees and has plenty of space for tents.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_Tom_ALL_Refugio_Dickson-1.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Grey,"Refugio Grey is located at the western end of the W Trek, nestled among the trees on the shores of Lake Grey, and a short walk from the Glacier Grey lookout point. It is a modern refugio, sleeping up to 60 hikers in dormitory rooms of eight beds each. The accommodation is simple, but the communal areas, from the terraces with views to the lounges with sofas, do a great job in providing a warm and friendly sanctuary to relax in after a day of hiking. Refugio Grey is open all year.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_Tom_ALL_Refugio_Grey-1.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Paine Grande,"Refugio Paine Grande sits next to the catamaran dock on the northern shore of Lake Pehoé, one of the key points for either starting or finishing the W Trek. This is Torres del Paine’s largest (and arguably most comfortable) refugio, sleeping up to 100 hikers in dormitories of four or six people. All rooms have views of the Cuernos. There is a mini-market, bar and a large canteen-style restaurant. Paine Grande always feels bustling, thanks to the day hikers dropping in on their way to Lake Grey and the French Valley, plus campers at its large campsite. The refugio is open all year.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_ALL_LewisMorcombe-refugio-paine-grande.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Refugio Torre Central,"Torre Central is a large refugio situated near to the trailhead of the Base of the Towers trek. It’s a popular starting place for those hiking the W Trek from east to west, so it tends to book out very quickly in high season. This refugio sleeps 60 hikers in ten mixed dormitory rooms. It features a large and friendly communal area, male and female showers, a dining room, a bar and a shop. Central heating makes it a cosy overnight stop. There’s a large campsite among the bushes a short distance from the refugio. As it’s at the eastern end of the trek, access to the refugio is via the Laguna Amarga entrance to the national park.",Torres del Paine,Refugio,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_ALL_HarrietPike-Refugio-torre-central.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Remota Lodge,"The Remota is a luxury sanctuary just outside of town, with views across the Fjord of Last Hope. Perhaps not as remote as the name suggests, it's a fantastic choice for those who want to relax and enjoy amazing food at the end of a long trek. The building itself is fascinating and stylishly - if sometimes rather quirkily - designed. There's a spa, too.",Torres del Paine,Luxury Lodge,Puero Natales,Remota,https://imgix.swoop-patagonia.com/IMG_20180402_084318.jpg,https://imgix.swoop-patagonia.com/SWO_4_Clo_Remota_view.jpg,https://imgix.swoop-patagonia.com/SWO_4_Clo_Remota_living.jpg,https://imgix.swoop-patagonia.com/SWO_4_Clo_Remota_horseriding.jpg,https://imgix.swoop-patagonia.com/SWO_4_Clo_Remota_pool.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,Included,Included,Included,Included,TRUE,Included,FALSE,"Breakfast, Dinner, Snacks, Lunch",,TRUE,TRUE,144,2013,,14:00:00,11:00:00,Clo,2024-12-01,,Lisette,2024-12-01,,Melinda,2022-12-01,,"<ul><li>Despite being close to town, every room immerses you in Patagonia with vast windows framing the fjord.</li><li>Flawless design blends tradition and nature—wooden estancia-inspired architecture, a grass roof, and eco-friendly heating and lighting.</li><li>A standout selection of excursions, including hidden gems far from the crowds.</li><li>The à la carte menu delivers gourmet regional flavours—fresh, delicate, and packed with local ingredients. The desserts are delicious!</li><li>Unwind in the infinity pool and spa with huge windows to watch the landscape shift hues with the rising and setting sun.</li></ul>",<ul><li>The food can be repetitive if staying for more than a few nights.</li><li>Sometimes there is a long time to wait for meals and between courses (very tight for lunch).</li><li>National Geographic and other groups can take up most of the hotel on certain dates.</li><li>Remota Lodge is located on the outskirts of Puerto Natales and it takes over 2 hours to get to Torres del Paine in each direction. They run some fantastic alternative excursions that involve less travel time and more off the beaten trak Patagonia so that you can enjoy both the main highlights and some unique experiences.</li></ul>,,Zoe Winterbotham,"There is an incredible serenity about this hotel with its bright, open spaces and beautiful traditional art throughout. The food was some of the best I've tried in the region - such creative dishes and delicate flavours.",,,,,14:00,11:00
,Rincón Chico,"The top destination in the Valdés area for spending time among elephant seals. The property is located in the south of the peninsula, and has it's own private beach and walking trails taking you within metres of the elephant seals. The accommodation is cosy and comfortable, with views over the steppe.",Peninsula Valdes,Lodge,Valdés Peninsula,Causana Viaje,https://imgix.swoop-patagonia.com/HTL_3_HTL_RTD_RINCONCHICO.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Río Hermoso Hotel,"With only seven rooms and set in a secluded natural park bordering it's own creek, this beautiful wood and stone boutique mountain house provides the perfect base for exploring the surrounding area. The service is bespoke and your personalised itinerary can include hiking, kayaking, horse riding, fishing, biking, photography safaris and even skiing in the winter.",Arg Lakes,Lodge,San Martín de los Andes,AndesTrack,https://imgix.swoop-patagonia.com/HERMOSO_4_HERMOSO_RTD_Rio-Hermoso-Hotel-7.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Rio Palena Lodge,"Nestled in a secluded Andean valley beside the Río Palena in northern Aysen, this luxury lodge offers an ideal retreat for adventurers. Guests can indulge in gourmet breakfasts prepared by a private chef each morning and a morning of outdoor activities followed by a riverside lunch. Afterwards, unwind in the wood-fired hot tubs or sauna, taking in the serene surroundings. Explore untouched landscapes and be among the first to ski the snow-capped peaks of Patagonia's rugged terrain. For fishing enthusiasts, the lodge provides a gateway to a variety of fly fishing experiences, renowned for its abundant wild trout species including large brown and rainbow trout.",Aysen,Luxury Lodge,Aysen,Senderos Aysen,https://imgix.swoop-patagonia.com/RioPalenaLodge_5_RTD_distance.jpg,https://imgix.swoop-patagonia.com/RioPalenaLodge_4_RTD_outside-chairs.jpg,https://imgix.swoop-patagonia.com/RioPalenaLodge_5_RTD_night2.jpg,https://imgix.swoop-patagonia.com/RioPalenaLodge_5_RTD_TylerAllyn2.jpg,https://imgix.swoop-patagonia.com/RioPalenaLodge_5_RTD_TylerAllyn.jpg,FALSE,TRUE,TRUE,FALSE,TRUE,No,Included,Included,No,Included,Included,Included,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,14,,,15:00:00,10:00:00,Iain,2023-12-01,,,,,,,,"<ul><li>This is the ultimate Patagonian adventure retreat—in a gorgeous, otherworldly location.</li><li>A private chef prepares creative breakfasts each morning and in the afternoon, savoury lunches will be served by your guide riverside.</li><li>Take your time soaking in the wood-fired hot tubs or sitting in the invigorating sauna.</li><li>Be among the first to get off the beaten track and ski the snow-capped peaks in this area of Chilean Patagonia.</li><li>Excellent fly fishing in a location famous for large, wild, brown and rainbow trout.</li></ul>","<ul><li>The remoteness and price point are not for everyone, but certainly for those looking for a unique slice of luxury.</li><li>There is the option for a 'full-lodge buyout' based on a party of up to 16 people.</li></ul>",,Iain Rylance,"The remoteness of Río Palena Lodge and the way it's operated makes it feel very different from a hotel. In fact, the area is so remote that when the guides started designing the excursions they had to name the peaks and glaciers!",,,,,15:00,10:00
,San Telmo Luxury Suites,The only real high end choice in San Telmo. The hotel houses some stunning antiques and well thought out lounges and patios. The rooms are all on split levels offering a suites feel. The hotel has historic bars and cafes just around the corner so combines luxury and excellent service with the bohemian quirkiness of San Telmo.,Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_SanTelmoLuxurySuites.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Santa Rita Vineyard,"Located to the south-east of Santiago, just 45 minutes from the international airport is the vineryard/winery where the Carmenere grape was 'rediscovered' in 1993. With a beautiful walled 40-hectare park, designed by leading French landscape gardener Guillaume Renner, Casa Real hotel is unique in Chile. There are just sixteen rooms, tastefully decorated with late-19th-century furniture, heirloom paintings and tapestries. Service and food are of excellent quality and reminiscent of an 'old-school' 5-star European hotel.",Santiago,Premium Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/SANTARITA_4_SANTARITA_RTD_Casa-Real-Restaurant.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Santiago Airport Holiday Inn,"The perfect place for any late-night or early-morning flights, the Holiday Inn can be found right outside Santiago's international airport. Whilst not as charming or unique as other options, the ease and practicality of walking off of a long-haul flight and into your hotel room late at night is certainly worth considering.",Santiago,Premium Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/Holiday_Inn_Santiago_Double_Bed.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Schilling,"This is a friendly B&B with simple rooms. The dining and communal areas have a warm ambience and are ideal for travellers to sit, relax and meet others. It is located two blocks from the main avenue on a fairly quiet residential street and very close to the supermarket.",Los Glaciares,Standard Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_3_SWO_ALL_Schilling.png,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Senderos,"The staff are highly knowledgable and super friendly making the Senderos our favourite boutique hotel in El Chaltén. The rooms are on the cosy side but clever storage areas and neat bathrooms make this a great little haven for hiking. On a clear day you'll be able to see the classic mountain line from your room and you are just a stone's throw from the bus station. Our customers rave about the breakfast buffet with mounds of cake, fruit, cereals and more.",Los Glaciares,Boutique Hotel,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/Senderos.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Serrano Camp,"Serrano Camp is located at Pueblo Serrano outside the boundaries of Torres del Paine National Park, with tremendous views of the Paine massif. The camp has a series of deluxe bell tents linked by wooden walkways. A large communal dome tent is available for socialising and dining, with a four-course set dinners served every night. Each tent is designed for maximum cosiness, with electric heated blankets and private bathrooms. The camp was designed to create as low an environmental impact as possible, including a zero waste food policy, and was built using plastic-wood made from 20 tons of plastic waste produced in the region. Serrano Camp: Essential information: Located south of Torres del Paine National Park near the Serrano River with views of the Paine massif - A great base for the W Trek for those not wanting to stay in a refugio - Wildlife watching and horse-riding excursions available - Riverside location is the perfect starting location for kayak trips into the park - Friendly, communal atmosphere for hikers",Torres del Paine,Glamping,Torres del Paine,,https://imgix.swoop-patagonia.com/SWO_4_RTD_Serrano-Camp-Night-2-Nov-2024.jpg,https://imgix.swoop-patagonia.com/SWO_4_RTD_Serrano-Camp-drone-Nov-2024.jpg,https://imgix.swoop-patagonia.com/SWO_4_RTD_Serrano-Camp-seats-Nov-2024.jpg,https://imgix.swoop-patagonia.com/SWO_4_RTD_Serrano-Camp-Nov-2024.jpg,https://imgix.swoop-patagonia.com/ChileNativo_4_RTD_Serrano-Camp-.jpg,FALSE,TRUE,TRUE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,Included,FALSE,"Breakfast, Lunch, Box Lunch, Dinner, Snacks",,FALSE,TRUE,300,,,12:00:00,10:00:00,Sydney,2024-10-01,,Iain,2024-10-01,,Carys,2024-01-01,,"<ul><li>It's situated in a stunning spot—away from the crowds—an ideal base camp for the W Trek and other Torres del Paine excursions.</li><li>Deluxe tents are comfortable with thick mattress beds, duvets, pillows and heated blankets!</li><li>You won't go hungry with a tasty, well-earned 4-course gourmet dinner and full buffet breakfast to set you up for a day's hiking.</li><li>There's a growing focus on sustainability with the menu, camp design and a number of zero-waste initiatives.</li><li>The heated bathrooms make it really unique for a glamping experience.&nbsp;</li></ul>",<ul><li>Being a new creation the camp may feel exposed and cold due to a lack of trees and windbreaks.</li><li>The noise produced by the electric generator may disturb some guests' sleep.</li><li>There is very little lighting outside so you do need a head torch at night to move around (an authentic glamping experience!)</li></ul>,,Zoe Winterbotham,The camp boasts a splendid view of the Paine Massif; I loved waking up in the morning and sipping a coffee with THAT view in front of me.,,,,,12:00,10:00
,Simple Patagonia,"Just over three miles from Puerto Natales and right next to The Singular, Simple Patagonia is a quiet, minimalist hotel with sweeping views over the Última Esperanza Sound. It has just 10 rooms, built from native lenga wood and glass, so the views take centre stage whether you're in bed or at the breakfast table. The design is pared back, beautifully considered, and the atmosphere is calm and welcoming. It's run by a local family who are usually around to help or offer lifts to the airport. You’ll need a taxi to get into town, but the peace and space more than make up for it.",Torres del Paine,Standard Hotel,Puero Natales,"Cascada, Chile Nativo, Southbound",https://imgix.swoop-patagonia.com/SimplePatagonia_3_RTD_hotel-front.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Sofitel Buenos Aires Recoleta,"A wonderful 5* option in the heart of the city combining the best of Argentine and European culture in its cuisine and decor. Start the day with elegant blends of tea and coffee in the french artisan pastry, and choose from a range of fine Argentine wines in the brick bar by evening. Relaxation opportunities are particularly plentiful with a gym, indoor swimming pool, sauna and massage room. This is a great choice for those looking for luxury and comfort either for their one night stop over or during a multiple day stay in the city.",Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_SofitelBA-2.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
